Empirical aplication  swissRailWays  has began at: 2023-06-15 18:49:49 
Batch 1476 / 2000  time:  2023-06-25 23:47:29 
Batch 1477 / 2000  time:  2023-06-25 23:57:24 
Batch 1478 / 2000  time:  2023-06-26 00:07:19 
Batch 1479 / 2000  time:  2023-06-26 00:17:15 
Batch 1480 / 2000  time:  2023-06-26 00:27:11 
Batch 1481 / 2000  time:  2023-06-26 00:37:10 
Batch 1482 / 2000  time:  2023-06-26 00:47:04 
Batch 1483 / 2000  time:  2023-06-26 00:57:03 
Batch 1484 / 2000  time:  2023-06-26 01:06:55 
Batch 1485 / 2000  time:  2023-06-26 01:16:59 
Batch 1486 / 2000  time:  2023-06-26 01:26:57 
Batch 1487 / 2000  time:  2023-06-26 01:36:57 
Batch 1488 / 2000  time:  2023-06-26 01:46:55 
Batch 1489 / 2000  time:  2023-06-26 01:56:53 
Batch 1490 / 2000  time:  2023-06-26 02:06:48 
Batch 1491 / 2000  time:  2023-06-26 02:16:54 
Batch 1492 / 2000  time:  2023-06-26 02:26:53 
Batch 1493 / 2000  time:  2023-06-26 02:36:56 
Batch 1494 / 2000  time:  2023-06-26 02:46:56 
Batch 1495 / 2000  time:  2023-06-26 02:56:51 
Batch 1496 / 2000  time:  2023-06-26 03:06:48 
Batch 1497 / 2000  time:  2023-06-26 03:16:47 
Batch 1498 / 2000  time:  2023-06-26 03:26:50 
Batch 1499 / 2000  time:  2023-06-26 03:36:47 
Batch 1500 / 2000  time:  2023-06-26 03:46:50 
Batch 1501 / 2000  time:  2023-06-26 03:56:50 
Batch 1502 / 2000  time:  2023-06-26 04:06:48 
Batch 1503 / 2000  time:  2023-06-26 04:16:43 
Batch 1504 / 2000  time:  2023-06-26 04:26:42 
Batch 1505 / 2000  time:  2023-06-26 04:36:42 
Batch 1506 / 2000  time:  2023-06-26 04:46:42 
Batch 1507 / 2000  time:  2023-06-26 04:56:43 
Batch 1508 / 2000  time:  2023-06-26 05:06:41 
Batch 1509 / 2000  time:  2023-06-26 05:16:43 
Batch 1510 / 2000  time:  2023-06-26 05:26:45 
Batch 1511 / 2000  time:  2023-06-26 05:36:44 
Batch 1512 / 2000  time:  2023-06-26 05:46:42 
Batch 1513 / 2000  time:  2023-06-26 05:56:38 
Batch 1514 / 2000  time:  2023-06-26 06:06:33 
Batch 1515 / 2000  time:  2023-06-26 06:16:32 
Batch 1516 / 2000  time:  2023-06-26 06:26:31 
Batch 1517 / 2000  time:  2023-06-26 06:36:24 
Batch 1518 / 2000  time:  2023-06-26 06:46:19 
Batch 1519 / 2000  time:  2023-06-26 06:56:12 
Batch 1520 / 2000  time:  2023-06-26 07:06:11 
Batch 1521 / 2000  time:  2023-06-26 07:16:15 
Batch 1522 / 2000  time:  2023-06-26 07:26:17 
Batch 1523 / 2000  time:  2023-06-26 07:36:17 
Batch 1524 / 2000  time:  2023-06-26 07:46:15 
Batch 1525 / 2000  time:  2023-06-26 07:56:12 
Batch 1526 / 2000  time:  2023-06-26 08:06:11 
Batch 1527 / 2000  time:  2023-06-26 08:16:09 
Batch 1528 / 2000  time:  2023-06-26 08:26:09 
Batch 1529 / 2000  time:  2023-06-26 08:36:12 
Batch 1530 / 2000  time:  2023-06-26 08:46:05 
Batch 1531 / 2000  time:  2023-06-26 08:56:03 
Batch 1532 / 2000  time:  2023-06-26 09:06:02 
Batch 1533 / 2000  time:  2023-06-26 09:16:01 
Batch 1534 / 2000  time:  2023-06-26 09:25:53 
Batch 1535 / 2000  time:  2023-06-26 09:35:46 
Batch 1536 / 2000  time:  2023-06-26 09:45:40 
Batch 1537 / 2000  time:  2023-06-26 09:55:37 
Batch 1538 / 2000  time:  2023-06-26 10:05:35 
Batch 1539 / 2000  time:  2023-06-26 10:15:32 
Batch 1540 / 2000  time:  2023-06-26 10:25:30 
Batch 1541 / 2000  time:  2023-06-26 10:35:23 
Batch 1542 / 2000  time:  2023-06-26 10:45:21 
Batch 1543 / 2000  time:  2023-06-26 10:55:21 
Batch 1544 / 2000  time:  2023-06-26 11:05:25 
Batch 1545 / 2000  time:  2023-06-26 11:15:23 
Batch 1546 / 2000  time:  2023-06-26 11:25:23 
Batch 1547 / 2000  time:  2023-06-26 11:35:17 
Batch 1548 / 2000  time:  2023-06-26 11:45:20 
Batch 1549 / 2000  time:  2023-06-26 11:55:14 
Batch 1550 / 2000  time:  2023-06-26 12:05:15 
Batch 1551 / 2000  time:  2023-06-26 12:15:19 
Batch 1552 / 2000  time:  2023-06-26 12:25:14 
Batch 1553 / 2000  time:  2023-06-26 12:35:17 
Batch 1554 / 2000  time:  2023-06-26 12:45:12 
Batch 1555 / 2000  time:  2023-06-26 12:55:09 
Batch 1556 / 2000  time:  2023-06-26 13:05:03 
Batch 1557 / 2000  time:  2023-06-26 13:15:01 
Batch 1558 / 2000  time:  2023-06-26 13:24:54 
Batch 1559 / 2000  time:  2023-06-26 13:34:49 
Batch 1560 / 2000  time:  2023-06-26 13:44:47 
Batch 1561 / 2000  time:  2023-06-26 13:54:45 
Batch 1562 / 2000  time:  2023-06-26 14:04:49 
Batch 1563 / 2000  time:  2023-06-26 14:14:44 
Batch 1564 / 2000  time:  2023-06-26 14:24:45 
Batch 1565 / 2000  time:  2023-06-26 14:34:42 
Batch 1566 / 2000  time:  2023-06-26 14:44:38 
Batch 1567 / 2000  time:  2023-06-26 14:54:34 
Batch 1568 / 2000  time:  2023-06-26 15:04:33 
Batch 1569 / 2000  time:  2023-06-26 15:14:24 
Batch 1570 / 2000  time:  2023-06-26 15:24:28 
Batch 1571 / 2000  time:  2023-06-26 15:34:27 
Batch 1572 / 2000  time:  2023-06-26 15:44:26 
Batch 1573 / 2000  time:  2023-06-26 15:54:19 
Batch 1574 / 2000  time:  2023-06-26 16:04:15 
Batch 1575 / 2000  time:  2023-06-26 16:14:14 
Batch 1576 / 2000  time:  2023-06-26 16:24:18 
Batch 1577 / 2000  time:  2023-06-26 16:34:21 
Batch 1578 / 2000  time:  2023-06-26 16:44:16 
Batch 1579 / 2000  time:  2023-06-26 16:54:16 
Batch 1580 / 2000  time:  2023-06-26 17:04:16 
Batch 1581 / 2000  time:  2023-06-26 17:14:09 
Batch 1582 / 2000  time:  2023-06-26 17:24:09 
Batch 1583 / 2000  time:  2023-06-26 17:34:09 
Batch 1584 / 2000  time:  2023-06-26 17:44:07 
Batch 1585 / 2000  time:  2023-06-26 17:53:59 
Batch 1586 / 2000  time:  2023-06-26 18:03:58 
Batch 1587 / 2000  time:  2023-06-26 18:13:52 
Batch 1588 / 2000  time:  2023-06-26 18:23:48 
Batch 1589 / 2000  time:  2023-06-26 18:33:46 
Batch 1590 / 2000  time:  2023-06-26 18:43:44 
Batch 1591 / 2000  time:  2023-06-26 18:53:41 
Batch 1592 / 2000  time:  2023-06-26 19:03:33 
Batch 1593 / 2000  time:  2023-06-26 19:13:37 
Batch 1594 / 2000  time:  2023-06-26 19:23:36 
Batch 1595 / 2000  time:  2023-06-26 19:33:28 
Batch 1596 / 2000  time:  2023-06-26 19:43:28 
Batch 1597 / 2000  time:  2023-06-26 19:53:24 
Batch 1598 / 2000  time:  2023-06-26 20:03:28 
Batch 1599 / 2000  time:  2023-06-26 20:13:28 
Batch 1600 / 2000  time:  2023-06-26 20:23:31 
Batch 1601 / 2000  time:  2023-06-26 20:33:30 
Batch 1602 / 2000  time:  2023-06-26 20:43:30 
Batch 1603 / 2000  time:  2023-06-26 20:53:29 
Batch 1604 / 2000  time:  2023-06-26 21:03:31 
Batch 1605 / 2000  time:  2023-06-26 21:13:23 
Batch 1606 / 2000  time:  2023-06-26 21:23:21 
Batch 1607 / 2000  time:  2023-06-26 21:33:19 
Batch 1608 / 2000  time:  2023-06-26 21:43:18 
Batch 1609 / 2000  time:  2023-06-26 21:53:18 
Batch 1610 / 2000  time:  2023-06-26 22:03:14 
Batch 1611 / 2000  time:  2023-06-26 22:13:15 
Batch 1612 / 2000  time:  2023-06-26 22:23:18 
Batch 1613 / 2000  time:  2023-06-26 22:33:17 
Batch 1614 / 2000  time:  2023-06-26 22:43:13 
Batch 1615 / 2000  time:  2023-06-26 22:53:06 
Batch 1616 / 2000  time:  2023-06-26 23:03:10 
Batch 1617 / 2000  time:  2023-06-26 23:13:14 
Batch 1618 / 2000  time:  2023-06-26 23:23:12 
Batch 1619 / 2000  time:  2023-06-26 23:33:09 
Batch 1620 / 2000  time:  2023-06-26 23:43:07 
Batch 1621 / 2000  time:  2023-06-26 23:53:04 
Batch 1622 / 2000  time:  2023-06-27 00:03:08 
Batch 1623 / 2000  time:  2023-06-27 00:13:06 
Batch 1624 / 2000  time:  2023-06-27 00:23:04 
Batch 1625 / 2000  time:  2023-06-27 00:33:03 
Batch 1626 / 2000  time:  2023-06-27 00:43:03 
Batch 1627 / 2000  time:  2023-06-27 00:53:01 
Batch 1628 / 2000  time:  2023-06-27 01:03:05 
Batch 1629 / 2000  time:  2023-06-27 01:13:09 
Batch 1630 / 2000  time:  2023-06-27 01:23:11 
Batch 1631 / 2000  time:  2023-06-27 01:33:16 
Batch 1632 / 2000  time:  2023-06-27 01:43:13 
Batch 1633 / 2000  time:  2023-06-27 01:53:06 
Batch 1634 / 2000  time:  2023-06-27 02:03:04 
Batch 1635 / 2000  time:  2023-06-27 02:13:02 
Batch 1636 / 2000  time:  2023-06-27 02:23:02 
Batch 1637 / 2000  time:  2023-06-27 02:32:54 
Batch 1638 / 2000  time:  2023-06-27 02:42:50 
Batch 1639 / 2000  time:  2023-06-27 02:52:53 
Batch 1640 / 2000  time:  2023-06-27 03:02:46 
Batch 1641 / 2000  time:  2023-06-27 03:12:50 
Batch 1642 / 2000  time:  2023-06-27 03:22:52 
Batch 1643 / 2000  time:  2023-06-27 03:32:50 
Batch 1644 / 2000  time:  2023-06-27 03:42:54 
Batch 1645 / 2000  time:  2023-06-27 03:52:58 
Batch 1646 / 2000  time:  2023-06-27 04:02:57 
Batch 1647 / 2000  time:  2023-06-27 04:12:57 
Batch 1648 / 2000  time:  2023-06-27 04:22:55 
Batch 1649 / 2000  time:  2023-06-27 04:32:58 
Batch 1650 / 2000  time:  2023-06-27 04:42:57 
Batch 1651 / 2000  time:  2023-06-27 04:52:57 
Batch 1652 / 2000  time:  2023-06-27 05:02:52 
Batch 1653 / 2000  time:  2023-06-27 05:12:54 
Batch 1654 / 2000  time:  2023-06-27 05:22:56 
Batch 1655 / 2000  time:  2023-06-27 05:32:50 
Batch 1656 / 2000  time:  2023-06-27 05:42:46 
Batch 1657 / 2000  time:  2023-06-27 05:52:39 
Batch 1658 / 2000  time:  2023-06-27 06:02:43 
Batch 1659 / 2000  time:  2023-06-27 06:12:42 
Batch 1660 / 2000  time:  2023-06-27 06:22:43 
Batch 1661 / 2000  time:  2023-06-27 06:32:36 
Batch 1662 / 2000  time:  2023-06-27 06:42:39 
Batch 1663 / 2000  time:  2023-06-27 06:52:37 
Batch 1664 / 2000  time:  2023-06-27 07:02:37 
Batch 1665 / 2000  time:  2023-06-27 07:12:38 
Batch 1666 / 2000  time:  2023-06-27 07:22:37 
Batch 1667 / 2000  time:  2023-06-27 07:32:36 
Batch 1668 / 2000  time:  2023-06-27 07:42:33 
Batch 1669 / 2000  time:  2023-06-27 07:52:32 
Batch 1670 / 2000  time:  2023-06-27 08:02:30 
Batch 1671 / 2000  time:  2023-06-27 08:12:34 
Batch 1672 / 2000  time:  2023-06-27 08:22:37 
Batch 1673 / 2000  time:  2023-06-27 08:32:35 
Batch 1674 / 2000  time:  2023-06-27 08:42:27 
Batch 1675 / 2000  time:  2023-06-27 08:52:26 
Batch 1676 / 2000  time:  2023-06-27 09:02:28 
Batch 1677 / 2000  time:  2023-06-27 09:12:24 
Batch 1678 / 2000  time:  2023-06-27 09:22:19 
Batch 1679 / 2000  time:  2023-06-27 09:32:22 
Batch 1680 / 2000  time:  2023-06-27 09:42:22 
Batch 1681 / 2000  time:  2023-06-27 09:52:19 
Batch 1682 / 2000  time:  2023-06-27 10:02:12 
Batch 1683 / 2000  time:  2023-06-27 10:12:12 
Batch 1684 / 2000  time:  2023-06-27 10:22:16 
Batch 1685 / 2000  time:  2023-06-27 10:32:14 
Batch 1686 / 2000  time:  2023-06-27 10:42:18 
Batch 1687 / 2000  time:  2023-06-27 10:52:16 
Batch 1688 / 2000  time:  2023-06-27 11:02:20 
Batch 1689 / 2000  time:  2023-06-27 11:12:24 
Batch 1690 / 2000  time:  2023-06-27 11:22:28 
Batch 1691 / 2000  time:  2023-06-27 11:32:26 
Batch 1692 / 2000  time:  2023-06-27 11:42:31 
Batch 1693 / 2000  time:  2023-06-27 11:52:35 
Batch 1694 / 2000  time:  2023-06-27 12:02:35 
Batch 1695 / 2000  time:  2023-06-27 12:12:39 
Batch 1696 / 2000  time:  2023-06-27 12:22:34 
Batch 1697 / 2000  time:  2023-06-27 12:32:32 
Batch 1698 / 2000  time:  2023-06-27 12:42:29 
Batch 1699 / 2000  time:  2023-06-27 12:52:26 
Batch 1700 / 2000  time:  2023-06-27 13:02:24 
Batch 1701 / 2000  time:  2023-06-27 13:12:21 
Batch 1702 / 2000  time:  2023-06-27 13:22:19 
Batch 1703 / 2000  time:  2023-06-27 13:32:21 
Batch 1704 / 2000  time:  2023-06-27 13:42:18 
Batch 1705 / 2000  time:  2023-06-27 13:52:13 
Batch 1706 / 2000  time:  2023-06-27 14:02:06 
Batch 1707 / 2000  time:  2023-06-27 14:12:01 
Batch 1708 / 2000  time:  2023-06-27 14:22:02 
Batch 1709 / 2000  time:  2023-06-27 14:32:01 
Batch 1710 / 2000  time:  2023-06-27 14:42:02 
Batch 1711 / 2000  time:  2023-06-27 14:52:02 
Batch 1712 / 2000  time:  2023-06-27 15:02:00 
Batch 1713 / 2000  time:  2023-06-27 15:11:53 
Batch 1714 / 2000  time:  2023-06-27 15:21:47 
Batch 1715 / 2000  time:  2023-06-27 15:31:44 
Batch 1716 / 2000  time:  2023-06-27 15:41:37 
Batch 1717 / 2000  time:  2023-06-27 15:51:34 
Batch 1718 / 2000  time:  2023-06-27 16:01:29 
Batch 1719 / 2000  time:  2023-06-27 16:11:21 
Batch 1720 / 2000  time:  2023-06-27 16:21:16 
Batch 1721 / 2000  time:  2023-06-27 16:31:10 
Batch 1722 / 2000  time:  2023-06-27 16:41:02 
Batch 1723 / 2000  time:  2023-06-27 16:51:05 
Batch 1724 / 2000  time:  2023-06-27 17:01:03 
Batch 1725 / 2000  time:  2023-06-27 17:11:01 
Batch 1726 / 2000  time:  2023-06-27 17:21:01 
Batch 1727 / 2000  time:  2023-06-27 17:31:01 
Batch 1728 / 2000  time:  2023-06-27 17:41:06 
Batch 1729 / 2000  time:  2023-06-27 17:50:59 
Batch 1730 / 2000  time:  2023-06-27 18:01:03 
Batch 1731 / 2000  time:  2023-06-27 18:11:03 
Batch 1732 / 2000  time:  2023-06-27 18:21:01 
Batch 1733 / 2000  time:  2023-06-27 18:30:55 
Batch 1734 / 2000  time:  2023-06-27 18:40:52 
Batch 1735 / 2000  time:  2023-06-27 18:50:50 
Batch 1736 / 2000  time:  2023-06-27 19:00:43 
Batch 1737 / 2000  time:  2023-06-27 19:10:37 
Batch 1738 / 2000  time:  2023-06-27 19:20:30 
Batch 1739 / 2000  time:  2023-06-27 19:30:27 
Batch 1740 / 2000  time:  2023-06-27 19:40:27 
Batch 1741 / 2000  time:  2023-06-27 19:50:26 
Batch 1742 / 2000  time:  2023-06-27 20:00:19 
Batch 1743 / 2000  time:  2023-06-27 20:10:19 
Batch 1744 / 2000  time:  2023-06-27 20:20:20 
Batch 1745 / 2000  time:  2023-06-27 20:30:13 
Batch 1746 / 2000  time:  2023-06-27 20:40:11 
Batch 1747 / 2000  time:  2023-06-27 20:50:08 
Batch 1748 / 2000  time:  2023-06-27 21:00:11 
Batch 1749 / 2000  time:  2023-06-27 21:10:06 
Batch 1750 / 2000  time:  2023-06-27 21:20:02 
Batch 1751 / 2000  time:  2023-06-27 21:30:06 
Batch 1752 / 2000  time:  2023-06-27 21:39:59 
Batch 1753 / 2000  time:  2023-06-27 21:49:57 
Batch 1754 / 2000  time:  2023-06-27 21:59:49 
Batch 1755 / 2000  time:  2023-06-27 22:09:48 
Batch 1756 / 2000  time:  2023-06-27 22:19:53 
Batch 1757 / 2000  time:  2023-06-27 22:29:51 
Batch 1758 / 2000  time:  2023-06-27 22:39:50 
Batch 1759 / 2000  time:  2023-06-27 22:49:50 
Batch 1760 / 2000  time:  2023-06-27 22:59:54 
Batch 1761 / 2000  time:  2023-06-27 23:09:55 
Batch 1762 / 2000  time:  2023-06-27 23:19:59 
Batch 1763 / 2000  time:  2023-06-27 23:30:03 
Batch 1764 / 2000  time:  2023-06-27 23:40:00 
Batch 1765 / 2000  time:  2023-06-27 23:49:56 
Batch 1766 / 2000  time:  2023-06-27 23:59:56 
Batch 1767 / 2000  time:  2023-06-28 00:10:01 
Batch 1768 / 2000  time:  2023-06-28 00:20:00 
Batch 1769 / 2000  time:  2023-06-28 00:29:57 
Batch 1770 / 2000  time:  2023-06-28 00:39:56 
Batch 1771 / 2000  time:  2023-06-28 00:49:54 
Batch 1772 / 2000  time:  2023-06-28 00:59:58 
Batch 1773 / 2000  time:  2023-06-28 01:09:57 
Batch 1774 / 2000  time:  2023-06-28 01:19:49 
Batch 1775 / 2000  time:  2023-06-28 01:29:46 
Batch 1776 / 2000  time:  2023-06-28 01:39:48 
Batch 1777 / 2000  time:  2023-06-28 01:49:45 
Batch 1778 / 2000  time:  2023-06-28 01:59:37 
Batch 1779 / 2000  time:  2023-06-28 02:09:40 
Batch 1780 / 2000  time:  2023-06-28 02:19:38 
Batch 1781 / 2000  time:  2023-06-28 02:29:37 
Batch 1782 / 2000  time:  2023-06-28 02:39:31 
Batch 1783 / 2000  time:  2023-06-28 02:49:29 
Batch 1784 / 2000  time:  2023-06-28 02:59:33 
Batch 1785 / 2000  time:  2023-06-28 03:09:27 
Batch 1786 / 2000  time:  2023-06-28 03:19:22 
Batch 1787 / 2000  time:  2023-06-28 03:29:17 
Batch 1788 / 2000  time:  2023-06-28 03:39:20 
Batch 1789 / 2000  time:  2023-06-28 03:49:13 
Batch 1790 / 2000  time:  2023-06-28 03:59:10 
Batch 1791 / 2000  time:  2023-06-28 04:09:15 
Batch 1792 / 2000  time:  2023-06-28 04:19:08 
Batch 1793 / 2000  time:  2023-06-28 04:29:06 
Batch 1794 / 2000  time:  2023-06-28 04:39:04 
Batch 1795 / 2000  time:  2023-06-28 04:49:06 
Batch 1796 / 2000  time:  2023-06-28 04:58:59 
Batch 1797 / 2000  time:  2023-06-28 05:09:01 
Batch 1798 / 2000  time:  2023-06-28 05:18:59 
Batch 1799 / 2000  time:  2023-06-28 05:28:53 
Batch 1800 / 2000  time:  2023-06-28 05:38:47 
Batch 1801 / 2000  time:  2023-06-28 05:48:42 
Batch 1802 / 2000  time:  2023-06-28 05:58:44 
Batch 1803 / 2000  time:  2023-06-28 06:08:48 
Batch 1804 / 2000  time:  2023-06-28 06:18:43 
Batch 1805 / 2000  time:  2023-06-28 06:28:35 
Batch 1806 / 2000  time:  2023-06-28 06:38:33 
Batch 1807 / 2000  time:  2023-06-28 06:48:31 
Batch 1808 / 2000  time:  2023-06-28 06:58:30 
Batch 1809 / 2000  time:  2023-06-28 07:08:26 
Batch 1810 / 2000  time:  2023-06-28 07:18:26 
Batch 1811 / 2000  time:  2023-06-28 07:28:25 
Batch 1812 / 2000  time:  2023-06-28 07:38:24 
Batch 1813 / 2000  time:  2023-06-28 07:48:17 
Batch 1814 / 2000  time:  2023-06-28 07:58:09 
Batch 1815 / 2000  time:  2023-06-28 08:08:12 
Batch 1816 / 2000  time:  2023-06-28 08:18:14 
Batch 1817 / 2000  time:  2023-06-28 08:28:06 
Batch 1818 / 2000  time:  2023-06-28 08:37:59 
Batch 1819 / 2000  time:  2023-06-28 08:47:55 
Batch 1820 / 2000  time:  2023-06-28 08:57:50 
Batch 1821 / 2000  time:  2023-06-28 09:07:44 
Batch 1822 / 2000  time:  2023-06-28 09:17:36 
Batch 1823 / 2000  time:  2023-06-28 09:27:32 
Batch 1824 / 2000  time:  2023-06-28 09:37:28 
Batch 1825 / 2000  time:  2023-06-28 09:47:26 
Batch 1826 / 2000  time:  2023-06-28 09:57:25 
Batch 1827 / 2000  time:  2023-06-28 10:07:27 
Batch 1828 / 2000  time:  2023-06-28 10:17:26 
Batch 1829 / 2000  time:  2023-06-28 10:27:29 
Batch 1830 / 2000  time:  2023-06-28 10:37:23 
Batch 1831 / 2000  time:  2023-06-28 10:47:19 
Batch 1832 / 2000  time:  2023-06-28 10:57:14 
Batch 1833 / 2000  time:  2023-06-28 11:07:07 
Batch 1834 / 2000  time:  2023-06-28 11:17:04 
Batch 1835 / 2000  time:  2023-06-28 11:26:57 
Batch 1836 / 2000  time:  2023-06-28 11:36:56 
Batch 1837 / 2000  time:  2023-06-28 11:46:54 
Batch 1838 / 2000  time:  2023-06-28 11:56:56 
Batch 1839 / 2000  time:  2023-06-28 12:06:59 
Batch 1840 / 2000  time:  2023-06-28 12:16:51 
Batch 1841 / 2000  time:  2023-06-28 12:26:50 
Batch 1842 / 2000  time:  2023-06-28 12:36:42 
Batch 1843 / 2000  time:  2023-06-28 12:46:38 
Batch 1844 / 2000  time:  2023-06-28 12:56:34 
Batch 1845 / 2000  time:  2023-06-28 13:06:30 
Batch 1846 / 2000  time:  2023-06-28 13:16:29 
Batch 1847 / 2000  time:  2023-06-28 13:26:33 
Batch 1848 / 2000  time:  2023-06-28 13:36:30 
Batch 1849 / 2000  time:  2023-06-28 13:46:26 
Batch 1850 / 2000  time:  2023-06-28 13:56:18 
Batch 1851 / 2000  time:  2023-06-28 14:06:14 
Batch 1852 / 2000  time:  2023-06-28 14:16:07 
Batch 1853 / 2000  time:  2023-06-28 14:26:09 
Batch 1854 / 2000  time:  2023-06-28 14:36:08 
Batch 1855 / 2000  time:  2023-06-28 14:46:12 
Batch 1856 / 2000  time:  2023-06-28 14:56:05 
Batch 1857 / 2000  time:  2023-06-28 15:06:02 
Batch 1858 / 2000  time:  2023-06-28 15:16:01 
Batch 1859 / 2000  time:  2023-06-28 15:26:00 
Batch 1860 / 2000  time:  2023-06-28 15:35:58 
Batch 1861 / 2000  time:  2023-06-28 15:45:59 
Batch 1862 / 2000  time:  2023-06-28 15:55:57 
Batch 1863 / 2000  time:  2023-06-28 16:06:01 
Batch 1864 / 2000  time:  2023-06-28 16:15:54 
Batch 1865 / 2000  time:  2023-06-28 16:25:53 
Batch 1866 / 2000  time:  2023-06-28 16:35:50 
Batch 1867 / 2000  time:  2023-06-28 16:45:42 
Batch 1868 / 2000  time:  2023-06-28 16:55:41 
Batch 1869 / 2000  time:  2023-06-28 17:05:36 
Batch 1870 / 2000  time:  2023-06-28 17:15:40 
Batch 1871 / 2000  time:  2023-06-28 17:25:34 
Batch 1872 / 2000  time:  2023-06-28 17:35:35 
Batch 1873 / 2000  time:  2023-06-28 17:45:37 
Batch 1874 / 2000  time:  2023-06-28 17:55:36 
Batch 1875 / 2000  time:  2023-06-28 18:05:29 
Batch 1876 / 2000  time:  2023-06-28 18:15:28 
Batch 1877 / 2000  time:  2023-06-28 18:25:28 
Batch 1878 / 2000  time:  2023-06-28 18:35:26 
Batch 1879 / 2000  time:  2023-06-28 18:45:24 
Batch 1880 / 2000  time:  2023-06-28 18:55:22 
Batch 1881 / 2000  time:  2023-06-28 19:05:20 
Batch 1882 / 2000  time:  2023-06-28 19:15:18 
Batch 1883 / 2000  time:  2023-06-28 19:25:22 
Batch 1884 / 2000  time:  2023-06-28 19:35:15 
Batch 1885 / 2000  time:  2023-06-28 19:45:09 
Batch 1886 / 2000  time:  2023-06-28 19:55:03 
Batch 1887 / 2000  time:  2023-06-28 20:04:57 
Batch 1888 / 2000  time:  2023-06-28 20:14:53 
Batch 1889 / 2000  time:  2023-06-28 20:24:51 
Batch 1890 / 2000  time:  2023-06-28 20:34:49 
Batch 1891 / 2000  time:  2023-06-28 20:44:51 
Batch 1892 / 2000  time:  2023-06-28 20:54:44 
Batch 1893 / 2000  time:  2023-06-28 21:04:41 
Batch 1894 / 2000  time:  2023-06-28 21:14:35 
Batch 1895 / 2000  time:  2023-06-28 21:24:29 
Batch 1896 / 2000  time:  2023-06-28 21:34:27 
Batch 1897 / 2000  time:  2023-06-28 21:44:28 
Batch 1898 / 2000  time:  2023-06-28 21:54:24 
Batch 1899 / 2000  time:  2023-06-28 22:04:17 
Batch 1900 / 2000  time:  2023-06-28 22:14:13 
Batch 1901 / 2000  time:  2023-06-28 22:24:07 
Batch 1902 / 2000  time:  2023-06-28 22:34:00 
Batch 1903 / 2000  time:  2023-06-28 22:44:02 
Batch 1904 / 2000  time:  2023-06-28 22:53:55 
Batch 1905 / 2000  time:  2023-06-28 23:03:58 
Batch 1906 / 2000  time:  2023-06-28 23:13:52 
Batch 1907 / 2000  time:  2023-06-28 23:23:55 
Batch 1908 / 2000  time:  2023-06-28 23:33:49 
Batch 1909 / 2000  time:  2023-06-28 23:43:48 
Batch 1910 / 2000  time:  2023-06-28 23:53:49 
Batch 1911 / 2000  time:  2023-06-29 00:03:47 
Batch 1912 / 2000  time:  2023-06-29 00:13:42 
Batch 1913 / 2000  time:  2023-06-29 00:23:37 
Batch 1914 / 2000  time:  2023-06-29 00:33:29 
Batch 1915 / 2000  time:  2023-06-29 00:43:23 
Batch 1916 / 2000  time:  2023-06-29 00:53:18 
Batch 1917 / 2000  time:  2023-06-29 01:03:12 
Batch 1918 / 2000  time:  2023-06-29 01:13:10 
Batch 1919 / 2000  time:  2023-06-29 01:23:07 
Batch 1920 / 2000  time:  2023-06-29 01:33:02 
Batch 1921 / 2000  time:  2023-06-29 01:42:56 
Batch 1922 / 2000  time:  2023-06-29 01:52:50 
Batch 1923 / 2000  time:  2023-06-29 02:02:45 
Batch 1924 / 2000  time:  2023-06-29 02:12:43 
Batch 1925 / 2000  time:  2023-06-29 02:22:38 
Batch 1926 / 2000  time:  2023-06-29 02:32:37 
Batch 1927 / 2000  time:  2023-06-29 02:42:30 
Batch 1928 / 2000  time:  2023-06-29 02:52:24 
Batch 1929 / 2000  time:  2023-06-29 03:02:19 
Batch 1930 / 2000  time:  2023-06-29 03:12:16 
Batch 1931 / 2000  time:  2023-06-29 03:22:14 
Batch 1932 / 2000  time:  2023-06-29 03:32:08 
Batch 1933 / 2000  time:  2023-06-29 03:42:01 
Batch 1934 / 2000  time:  2023-06-29 03:51:55 
Batch 1935 / 2000  time:  2023-06-29 04:01:50 
Batch 1936 / 2000  time:  2023-06-29 04:11:46 
Batch 1937 / 2000  time:  2023-06-29 04:21:42 
Batch 1938 / 2000  time:  2023-06-29 04:31:36 
Batch 1939 / 2000  time:  2023-06-29 04:41:33 
Batch 1940 / 2000  time:  2023-06-29 04:51:26 
Batch 1941 / 2000  time:  2023-06-29 05:01:20 
Batch 1942 / 2000  time:  2023-06-29 05:11:13 
Batch 1943 / 2000  time:  2023-06-29 05:21:07 
Batch 1944 / 2000  time:  2023-06-29 05:31:04 
Batch 1945 / 2000  time:  2023-06-29 05:41:00 
Batch 1946 / 2000  time:  2023-06-29 05:50:54 
Batch 1947 / 2000  time:  2023-06-29 06:00:51 
Batch 1948 / 2000  time:  2023-06-29 06:10:44 
Batch 1949 / 2000  time:  2023-06-29 06:20:38 
Batch 1950 / 2000  time:  2023-06-29 06:30:34 
Batch 1951 / 2000  time:  2023-06-29 06:40:27 
Batch 1952 / 2000  time:  2023-06-29 06:50:21 
Batch 1953 / 2000  time:  2023-06-29 07:00:16 
Batch 1954 / 2000  time:  2023-06-29 07:10:14 
Batch 1955 / 2000  time:  2023-06-29 07:20:16 
Batch 1956 / 2000  time:  2023-06-29 07:30:14 
